S.No,Flight Number,Date,From,To,Aircraft,Flight time,STD,ATD,STA,ATA,TimeSlot,STD_MinOfDay,STA_MinOfDay,DepartureDelayMin,ArrivalDelayMin,SchedBlockMin,ActualBlockMin,Year,Month,Day,DayOfWeek,IsWeekend,Unnamed: 2
16.0,6E1601,2025-07-22,Mumbai (BOM),Jakarta (CGK),A20N (VT-IXM),05:55:00,06:35:00,07:11:00,14:50:00,14:36:00,6AM - 9AM,395.0,890.0,36.0,-14.0,495.0,445.0,2025,7,22,1,0,2025-07-22
16.0,6E1601,2025-07-21,Mumbai (BOM),Jakarta (CGK),A20N (VT-IIX),06:11:00,06:35:00,07:11:00,14:50:00,14:51:00,6AM - 9AM,395.0,890.0,36.0,1.0,495.0,460.0,2025,7,21,0,0,2025-07-21
16.0,6E1601,2025-07-20,Mumbai (BOM),Jakarta (CGK),A20N (VT-IIU),06:01:00,06:35:00,06:57:00,14:50:00,14:29:00,6AM - 9AM,395.0,890.0,22.0,-21.0,495.0,452.0,2025,7,20,6,1,2025-07-20
16.0,6E1601,2025-07-19,Mumbai (BOM),Jakarta (CGK),A20N (VT-IXF),06:11:00,06:35:00,07:20:00,14:50:00,15:01:00,6AM - 9AM,395.0,890.0,45.0,11.0,495.0,461.0,2025,7,19,5,1,2025-07-19
17.0,AI2428,2025-07-25,Mumbai (BOM),Delhi (DEL),A20N (VT-TQN),01:50:00,06:40:00,06:50:00,08:45:00,08:40:00,6AM - 9AM,400.0,525.0,10.0,-5.0,125.0,110.0,2025,7,25,4,0,2025-07-25
17.0,AI2428,2025-07-24,Mumbai (BOM),Delhi (DEL),A20N (VT-TQK),01:51:00,06:40:00,06:53:00,08:45:00,08:44:00,6AM - 9AM,400.0,525.0,13.0,-1.0,125.0,111.0,2025,7,24,3,0,2025-07-24
17.0,AI2428,2025-07-23,Mumbai (BOM),Delhi (DEL),A20N (VT-TNE),01:48:00,06:40:00,06:53:00,08:45:00,08:41:00,6AM - 9AM,400.0,525.0,13.0,-4.0,125.0,108.0,2025,7,23,2,0,2025-07-23
17.0,AI2428,2025-07-22,Mumbai (BOM),Delhi (DEL),A20N (VT-TNJ),01:43:00,06:40:00,07:00:00,08:45:00,08:43:00,6AM - 9AM,400.0,525.0,20.0,-2.0,125.0,103.0,2025,7,22,1,0,2025-07-22
17.0,AI2428,2025-07-21,Mumbai (BOM),Delhi (DEL),A20N (VT-TNJ),01:47:00,06:40:00,06:53:00,08:45:00,08:40:00,6AM - 9AM,400.0,525.0,13.0,-5.0,125.0,107.0,2025,7,21,0,0,2025-07-21
17.0,AI2428,2025-07-20,Mumbai (BOM),Delhi (DEL),B788 (VT-ANH),01:38:00,06:40:00,07:48:00,08:45:00,09:26:00,6AM - 9AM,400.0,525.0,68.0,41.0,125.0,98.0,2025,7,20,6,1,2025-07-20
17.0,AI2428,2025-07-19,Mumbai (BOM),Delhi (DEL),A20N (VT-TNI),01:44:00,06:40:00,06:52:00,08:45:00,08:36:00,6AM - 9AM,400.0,525.0,12.0,-9.0,125.0,104.0,2025,7,19,5,1,2025-07-19
18.0,TK721,2025-07-25,Mumbai (BOM),Istanbul (IST),A333 (TC-JOF),06:16:00,06:40:00,07:10:00,10:55:00,10:56:00,6AM - 9AM,400.0,655.0,30.0,1.0,255.0,226.0,2025,7,25,4,0,2025-07-25
18.0,TK721,2025-07-24,Mumbai (BOM),Istanbul (IST),A333 (TC-LOF),06:11:00,06:40:00,07:48:00,10:55:00,11:29:00,6AM - 9AM,400.0,655.0,68.0,34.0,255.0,221.0,2025,7,24,3,0,2025-07-24
18.0,TK721,2025-07-23,Mumbai (BOM),Istanbul (IST),A333 (TC-JNS),06:02:00,06:40:00,07:05:00,10:55:00,10:37:00,6AM - 9AM,400.0,655.0,25.0,-18.0,255.0,212.0,2025,7,23,2,0,2025-07-23
18.0,TK721,2025-07-22,Mumbai (BOM),Istanbul (IST),A333 (TC-LNE),06:07:00,06:40:00,07:47:00,10:55:00,11:24:00,6AM - 9AM,400.0,655.0,67.0,29.0,255.0,217.0,2025,7,22,1,0,2025-07-22
18.0,TK721,2025-07-21,Mumbai (BOM),Istanbul (IST),A333 (TC-LND),05:58:00,06:40:00,07:32:00,10:55:00,11:00:00,6AM - 9AM,400.0,655.0,52.0,5.0,255.0,208.0,2025,7,21,0,0,2025-07-21
18.0,TK721,2025-07-20,Mumbai (BOM),Istanbul (IST),A333 (TC-JOJ),06:14:00,06:40:00,07:17:00,10:55:00,11:01:00,6AM - 9AM,400.0,655.0,37.0,6.0,255.0,224.0,2025,7,20,6,1,2025-07-20
18.0,TK721,2025-07-19,Mumbai (BOM),Istanbul (IST),A333 (TC-JOK),06:11:00,06:40:00,07:01:00,10:55:00,10:42:00,6AM - 9AM,400.0,655.0,21.0,-13.0,255.0,221.0,2025,7,19,5,1,2025-07-19
19.0,6E 294,2025-07-25,Mumbai (BOM),Indore (IDR),A21N (VT-IME),00:55:00,06:40:00,06:45:00,08:00:00,07:40:00,6AM - 9AM,400.0,480.0,5.0,-20.0,80.0,55.0,2025,7,25,4,0,2025-07-25
19.0,6E 294,2025-07-24,Mumbai (BOM),Indore (IDR),A21N (VT-ICL),00:54:00,06:40:00,06:58:00,08:00:00,07:52:00,6AM - 9AM,400.0,480.0,18.0,-8.0,80.0,54.0,2025,7,24,3,0,2025-07-24
19.0,6E 294,2025-07-23,Mumbai (BOM),Indore (IDR),A21N (VT-ICZ),00:55:00,07:00:00,07:01:00,08:00:00,07:56:00,6AM - 9AM,420.0,480.0,1.0,-4.0,60.0,55.0,2025,7,23,2,0,2025-07-23
19.0,6E 294,2025-07-22,Mumbai (BOM),Indore (IDR),A21N (VT-IRW),00:56:00,06:40:00,06:52:00,08:00:00,07:48:00,6AM - 9AM,400.0,480.0,12.0,-12.0,80.0,56.0,2025,7,22,1,0,2025-07-22
19.0,6E 294,2025-07-21,Mumbai (BOM),Indore (IDR),A21N (VT-IRZ),00:54:00,06:40:00,06:54:00,08:00:00,07:48:00,6AM - 9AM,400.0,480.0,14.0,-12.0,80.0,54.0,2025,7,21,0,0,2025-07-21
19.0,6E 294,2025-07-20,Mumbai (BOM),Indore (IDR),A21N (VT-IMI),00:54:00,06:40:00,06:34:00,08:00:00,07:28:00,6AM - 9AM,400.0,480.0,-6.0,-32.0,80.0,54.0,2025,7,20,6,1,2025-07-20
19.0,6E 294,2025-07-19,Mumbai (BOM),Indore (IDR),A21N (VT-IBO),00:55:00,06:40:00,06:51:00,08:00:00,07:47:00,6AM - 9AM,400.0,480.0,11.0,-13.0,80.0,56.0,2025,7,19,5,1,2025-07-19
20.0,AI2771,2025-07-25,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQM),02:27:00,06:45:00,06:55:00,09:30:00,09:22:00,6AM - 9AM,405.0,570.0,10.0,-8.0,165.0,147.0,2025,7,25,4,0,2025-07-25
20.0,AI2771,2025-07-24,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQP),02:29:00,06:45:00,07:02:00,09:30:00,09:31:00,6AM - 9AM,405.0,570.0,17.0,1.0,165.0,149.0,2025,7,24,3,0,2025-07-24
20.0,AI2771,2025-07-23,Mumbai (BOM),Kolkata (CCU),A20N (VT-TNK),02:30:00,06:45:00,07:00:00,09:30:00,09:30:00,6AM - 9AM,405.0,570.0,15.0,0.0,165.0,150.0,2025,7,23,2,0,2025-07-23
20.0,AI2771,2025-07-22,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQV),02:39:00,06:45:00,06:53:00,09:30:00,09:32:00,6AM - 9AM,405.0,570.0,8.0,2.0,165.0,159.0,2025,7,22,1,0,2025-07-22
20.0,AI2771,2025-07-21,Mumbai (BOM),Kolkata (CCU),A20N (VT-TNQ),02:30:00,06:45:00,06:57:00,09:30:00,09:27:00,6AM - 9AM,405.0,570.0,12.0,-3.0,165.0,150.0,2025,7,21,0,0,2025-07-21
20.0,AI2771,2025-07-20,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQS),02:30:00,06:45:00,06:50:00,09:30:00,09:21:00,6AM - 9AM,405.0,570.0,5.0,-9.0,165.0,151.0,2025,7,20,6,1,2025-07-20
20.0,AI2771,2025-07-19,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQW),02:25:00,06:45:00,06:56:00,09:30:00,09:22:00,6AM - 9AM,405.0,570.0,11.0,-8.0,165.0,146.0,2025,7,19,5,1,2025-07-19
21.0,IX1069,2025-07-25,Mumbai (BOM),Jaipur (JAI),B38M (VT-BXH),01:27:00,06:45:00,06:46:00,08:40:00,08:14:00,6AM - 9AM,405.0,520.0,1.0,-26.0,115.0,88.0,2025,7,25,4,0,2025-07-25
21.0,IX1069,2025-07-24,Mumbai (BOM),Jaipur (JAI),B38M (VT-BXH),01:30:00,06:45:00,07:09:00,08:40:00,08:39:00,6AM - 9AM,405.0,520.0,24.0,-1.0,115.0,90.0,2025,7,24,3,0,2025-07-24
21.0,IX1069,2025-07-23,Mumbai (BOM),Jaipur (JAI),B38M (VT-BXH),01:29:00,06:45:00,06:56:00,08:40:00,08:25:00,6AM - 9AM,405.0,520.0,11.0,-15.0,115.0,89.0,2025,7,23,2,0,2025-07-23
21.0,IX1069,2025-07-22,Mumbai (BOM),Jaipur (JAI),B38M (VT-BXH),01:26:00,06:45:00,06:57:00,08:40:00,08:23:00,6AM - 9AM,405.0,520.0,12.0,-17.0,115.0,86.0,2025,7,22,1,0,2025-07-22
21.0,IX1069,2025-07-21,Mumbai (BOM),Jaipur (JAI),B38M (VT-BXH),01:26:00,06:45:00,07:42:00,08:40:00,09:08:00,6AM - 9AM,405.0,520.0,57.0,28.0,115.0,86.0,2025,7,21,0,0,2025-07-21
21.0,IX1069,2025-07-20,Mumbai (BOM),Jaipur (JAI),B38M (VT-BXH),01:23:00,06:45:00,06:53:00,08:40:00,08:16:00,6AM - 9AM,405.0,520.0,8.0,-24.0,115.0,83.0,2025,7,20,6,1,2025-07-20
21.0,IX1069,2025-07-19,Mumbai (BOM),Jaipur (JAI),B38M (VT-BXH),01:30:00,06:45:00,07:05:00,08:40:00,08:36:00,6AM - 9AM,405.0,520.0,20.0,-4.0,115.0,91.0,2025,7,19,5,1,2025-07-19
22.0,AI2821,2025-07-25,Mumbai (BOM),Chennai (MAA),A20N (VT-EXT),01:46:00,06:50:00,07:04:00,08:55:00,08:50:00,6AM - 9AM,410.0,535.0,14.0,-5.0,125.0,106.0,2025,7,25,4,0,2025-07-25
22.0,AI2821,2025-07-24,Mumbai (BOM),Chennai (MAA),A20N (VT-RTS),01:43:00,06:50:00,07:05:00,08:55:00,08:47:00,6AM - 9AM,410.0,535.0,15.0,-8.0,125.0,102.0,2025,7,24,3,0,2025-07-24
22.0,AI2821,2025-07-23,Mumbai (BOM),Chennai (MAA),A20N (VT-RTL),01:45:00,06:50:00,07:13:00,08:55:00,08:59:00,6AM - 9AM,410.0,535.0,23.0,4.0,125.0,106.0,2025,7,23,2,0,2025-07-23
22.0,AI2821,2025-07-22,Mumbai (BOM),Chennai (MAA),A20N (VT-EXU),01:38:00,06:50:00,06:59:00,08:55:00,08:37:00,6AM - 9AM,410.0,535.0,9.0,-18.0,125.0,98.0,2025,7,22,1,0,2025-07-22
22.0,AI2821,2025-07-21,Mumbai (BOM),Chennai (MAA),A20N (VT-EXV),01:43:00,06:50:00,07:09:00,08:55:00,08:52:00,6AM - 9AM,410.0,535.0,19.0,-3.0,125.0,103.0,2025,7,21,0,0,2025-07-21
22.0,AI2821,2025-07-20,Mumbai (BOM),Chennai (MAA),A20N (VT-RTU),01:41:00,06:50:00,06:58:00,08:55:00,08:39:00,6AM - 9AM,410.0,535.0,8.0,-16.0,125.0,101.0,2025,7,20,6,1,2025-07-20
22.0,AI2821,2025-07-19,Mumbai (BOM),Chennai (MAA),A20N (VT-RTU),01:40:00,06:50:00,07:12:00,08:55:00,08:52:00,6AM - 9AM,410.0,535.0,22.0,-3.0,125.0,100.0,2025,7,19,5,1,2025-07-19
23.0,AI601,2025-07-25,Mumbai (BOM),Bhuj (BHJ),A20N (VT-TYC),00:58:00,06:50:00,06:59:00,08:05:00,07:57:00,6AM - 9AM,410.0,485.0,9.0,-8.0,75.0,58.0,2025,7,25,4,0,2025-07-25
23.0,AI601,2025-07-24,Mumbai (BOM),Bhuj (BHJ),A21N (VT-TVH),00:58:00,06:50:00,06:57:00,08:05:00,07:55:00,6AM - 9AM,410.0,485.0,7.0,-10.0,75.0,58.0,2025,7,24,3,0,2025-07-24
23.0,AI601,2025-07-23,Mumbai (BOM),Bhuj (BHJ),A321 (VT-PPM),00:59:00,06:50:00,07:03:00,08:05:00,08:01:00,6AM - 9AM,410.0,485.0,13.0,-4.0,75.0,58.0,2025,7,23,2,0,2025-07-23
23.0,AI601,2025-07-22,Mumbai (BOM),Bhuj (BHJ),A321 (VT-PPO),01:03:00,06:50:00,07:01:00,08:05:00,08:04:00,6AM - 9AM,410.0,485.0,11.0,-1.0,75.0,63.0,2025,7,22,1,0,2025-07-22
23.0,AI601,2025-07-21,Mumbai (BOM),Bhuj (BHJ),A20N (VT-CIG),01:02:00,06:50:00,07:05:00,08:05:00,08:07:00,6AM - 9AM,410.0,485.0,15.0,2.0,75.0,62.0,2025,7,21,0,0,2025-07-21
23.0,AI601,2025-07-20,Mumbai (BOM),Bhuj (BHJ),A20N (VT-EXL),01:00:00,06:50:00,07:01:00,08:05:00,08:02:00,6AM - 9AM,410.0,485.0,11.0,-3.0,75.0,61.0,2025,7,20,6,1,2025-07-20
23.0,AI601,2025-07-19,Mumbai (BOM),Bhuj (BHJ),A20N (VT-RTK),01:01:00,06:50:00,06:59:00,08:05:00,08:00:00,6AM - 9AM,410.0,485.0,9.0,-5.0,75.0,61.0,2025,7,19,5,1,2025-07-19
24.0,SG115,2025-07-25,Mumbai (BOM),Darbhanga (DBR),B739 (VT-SLC),02:36:00,06:50:00,09:56:00,09:15:00,12:32:00,6AM - 9AM,410.0,555.0,186.0,197.0,145.0,156.0,2025,7,25,4,0,2025-07-25
24.0,SG115,2025-07-24,Mumbai (BOM),Darbhanga (DBR),B738 (VT-SLF),02:13:00,06:50:00,07:06:00,09:15:00,09:19:00,6AM - 9AM,410.0,555.0,16.0,4.0,145.0,133.0,2025,7,24,3,0,2025-07-24
24.0,SG115,2025-07-22,Mumbai (BOM),Darbhanga (DBR),B738 (VT-SLG),02:21:00,06:50:00,07:04:00,09:15:00,09:25:00,6AM - 9AM,410.0,555.0,14.0,10.0,145.0,141.0,2025,7,22,1,0,2025-07-22
24.0,SG115,2025-07-21,Mumbai (BOM),Darbhanga (DBR),B738 (VT-SLG),02:16:00,06:50:00,07:00:00,09:15:00,09:15:00,6AM - 9AM,410.0,555.0,10.0,0.0,145.0,135.0,2025,7,21,0,0,2025-07-21
24.0,SG115,2025-07-20,Mumbai (BOM),Darbhanga (DBR),B738 (VT-SLF),02:13:00,06:50:00,07:13:00,09:15:00,09:26:00,6AM - 9AM,410.0,555.0,23.0,11.0,145.0,133.0,2025,7,20,6,1,2025-07-20
24.0,SG115,2025-07-19,Mumbai (BOM),Darbhanga (DBR),B738 (VT-SLF),02:12:00,06:50:00,10:13:00,09:15:00,12:25:00,6AM - 9AM,410.0,555.0,203.0,190.0,145.0,132.0,2025,7,19,5,1,2025-07-19
25.0,6E 301,2025-07-25,Mumbai (BOM),Delhi (DEL),A21N (VT-IWQ),01:43:00,07:00:00,07:02:00,09:10:00,08:45:00,6AM - 9AM,420.0,550.0,2.0,-25.0,130.0,103.0,2025,7,25,4,0,2025-07-25
25.0,6E 301,2025-07-24,Mumbai (BOM),Delhi (DEL),A21N (VT-NCO),01:49:00,07:00:00,07:03:00,09:10:00,08:52:00,6AM - 9AM,420.0,550.0,3.0,-18.0,130.0,109.0,2025,7,24,3,0,2025-07-24
25.0,6E 301,2025-07-23,Mumbai (BOM),Delhi (DEL),A21N (VT-NCR),01:48:00,07:05:00,07:16:00,09:10:00,09:04:00,6AM - 9AM,425.0,550.0,11.0,-6.0,125.0,108.0,2025,7,23,2,0,2025-07-23
25.0,6E 301,2025-07-22,Mumbai (BOM),Delhi (DEL),A21N (VT-NCN),01:40:00,07:00:00,07:08:00,09:10:00,08:48:00,6AM - 9AM,420.0,550.0,8.0,-22.0,130.0,100.0,2025,7,22,1,0,2025-07-22
